item,US,AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
population,332031554,5049846,734182,7264877,3028122,39142991,5811297,3623355,1004807,668791,21828069,10788029,1447154,1904314,12686469,6813532,3197689,2937922,4506589,4627098,1377238,6174610,6989690,10037504,5711471,2949586,6169823,1106227,1963554,3146402,1387505,9267961,2116677,19857492,10565885,777934,11764342,3991225,4256301,13012059,1096985,5193266,896164,6968351,29558864,3339113,646972,8657365,7740745,1785526,5880101,579483
